19; 5,955; 68,0
54; 5,977; 60,0
84; 5,171; 75,0
94; 5,128; 63,0
84; 5,584; 81,0
92; 5,895; 82,0
94; 5,073; 59,0
62; 4,498; 48,0
64; 4,657; 73,0
74; 3,233; 58,0
77; 3,455; 77,0
58; 4,196; 58,0
60; 5,132; 53,0
62; 5,23; 40,0
64; 4,224; 72,0
74; 4,128; 61,0
77; 4,485; 81,0
62; 5,671; 37,0
77; 3,949; 71,0
52; 5,664; 64,0
54; 5,313; 56,0
63; 5,601; 44,0
70; 3,837; 58,0
73; 4,531; 61,0
51; 6,21; 68,0
70; 3,808; 60,0
73; 4,121; 59,0
76; 3,954; 64,0
10; 4,874; 68,0
34; 5,128; 76,0
40; 5,423; 61,0
46; 5,403; 56,0
51; 5,908; 55,0
52; 5,785; 51,0
98; 6,199; 0,0
70; 3,655; 65,0
3; 4,131; 66,0
10; 4,64; 67,0
18; 4,008; 68,0
19; 4,915; 62,0
34; 4,751; 76,0
35; 4,96; 63,0
40; 4,55; 62,0
46; 5,045; 61,0
51; 4,515; 60,0
98; 5,366; 0,0
60; 4,133; 62,0
1; 3,341; 62,0
6; 2,937; 63,0
25; 4,465; 65,0
26; 3,684; 63,0
37; 4,914; 71,0
56; 4,041; 55,0
57; 4,222; 66,0
58; 3,622; 65,0
1; 4,773; 63,0
6; 3,58; 63,0
15; 4,358; 62,0
25; 4,967; 67,0
26; 4,188; 60,0
37; 5,966; 54,0
38; 4,688; 60,0
41; 4,478; 50,0
47; 4,317; 49,0
73; 4,677; 65,0
64; 5,581; 72,0
74; 5,279; 79,0
84; 6,475; 80,0
92; 4,598; 80,0
94; 6,21; 67,0
37; 6,486; 71,0
47; 6,153; 48,0
56; 5,047; 48,0
57; 5,248; 47,0
60; 4,92; 51,0
71; 4,764; 88,0
94; 4,803; 61,0
85; 5,55; 69,0
64; 6,154; 72,0
84; 5,727; 72,0
92; 5,39; 78,0
94; 5,177; 66,0
15; 5,569; 82,0
26; 5,645; 69,0
64; 4,983; 73,0
77; 4,124; 71,0
84; 5,758; 73,0
94; 5,59; 63,0
1; 3,64; 63,0
6; 4,11; 75,0
15; 3,439; 65,0
25; 3,94; 67,0
26; 3,397; 67,0
52; 5,964; 61,0
54; 5,718; 63,0
3; 4,688; 85,0
10; 4,202; 71,0
18; 5,032; 91,0
19; 6,864; 73,0
34; 5,034; 79,0
35; 5,159; 73,0
40; 4,717; 72,0
46; 5,475; 75,0
51; 6,312; 74,0
52; 6,322; 63,0
54; 5,887; 62,0
98; 5,864; 0,0
47; 4,679; 58,0
1; 3,919; 60,0
6; 3,509; 62,0
40; 4,732; 67,0
46; 5,532; 59,0
52; 5,515; 53,0
54; 5,348; 60,0
3; 3,693; 63,0
10; 4,245; 60,0
18; 4,468; 65,0
19; 5,402; 65,0
34; 5,289; 65,0
35; 5,329; 65,0
98; 5,659; 0,0
6; 4,156; 61,0
25; 4,917; 60,0
37; 4,859; 68,0
38; 4,362; 76,0
18; 3,818; 57,0
19; 4,285; 57,0
64; 5,776; 71,0
67; 5,567; 74,0
77; 4,447; 75,0
84; 6,141; 78,0
1; 5,27; 61,0
6; 4,968; 70,0
85; 5,753; 69,0
34; 7,112; 81,0
35; 6,766; 64,0
40; 6,114; 61,0
52; 6,798; 61,0
54; 6,45; 53,0
63; 6,178; 56,0
73; 5,622; 68,0
97; 5,232; 67,0
85; 5,606; 74,0
97; 6,286; 64,0
57; 6,348; 64,0
84; 6,1; 71,0
63; 6,351; 55,0
70; 4,287; 67,0
94; 6,019; 66,0
56; 4,425; 60,0
26; 4,658; 65,0
56; 3,988; 66,0
58; 3,913; 70,0
74; 4,337; 66,0
77; 3,809; 68,0
54; 4,818; 58,0
3; 4,462; 79,0
19; 5,872; 70,0
25; 5,269; 87,0
60; 5,806; 62,0
26; 5,749; 60,0
58; 4,507; 67,0
62; 4,862; 69,0
1; 4,622; 65,0
6; 4,349; 68,0
26; 5,02; 64,0
58; 3,798; 61,0
41; 5,558; 78,0
47; 5,801; 59,0
57; 5,167; 71,0
58; 3,814; 66,0
60; 4,385; 58,0
77; 4,092; 95,0
58; 4,233; 64,0
25; 5,869; 58,0
26; 5,437; 62,0
37; 7,062; 71,0
41; 6,198; 65,0
47; 5,367; 64,0
37; 6,568; 58,0
38; 6,407; 64,0
47; 5,012; 59,0
15; 5,184; 54,0
25; 5,516; 50,0
26; 5,358; 57,0
6; 4,546; 53,0
25; 5,694; 51,0
26; 5,173; 58,0
37; 5,539; 62,0
38; 5,848; 63,0
41; 5,12; 58,0
47; 4,924; 58,0
10; 4,817; 61,0
18; 4,797; 61,0
19; 5,973; 60,0
34; 6,149; 68,0
35; 5,836; 64,0
40; 5,098; 64,0
46; 5,222; 62,0
54; 4,891; 59,0
98; 6,185; 0,0
46; 4,764; 61,0
10; 4,904; 63,0
18; 3,357; 58,0
19; 5,643; 62,0
34; 4,306; 69,0
40; 5,337; 65,0
18; 3,105; 59,0
19; 3,536; 65,0
34; 4,368; 64,0
98; 4,263; 0,0
1; 4,227; 62,0
6; 3,796; 58,0
26; 3,091; 56,0
38; 6,361; 65,0
41; 5,186; 54,0
47; 4,247; 53,0
57; 6,359; 46,0
62; 5,158; 59,0
62; 6,435; 49,0
64; 6,316; 72,0
77; 4,306; 72,0
25; 5,478; 66,0
26; 4,391; 68,0
34; 5,552; 69,0
34; 4,949; 72,0
98; 6,006; 0,0
26; 4,216; 76,0
26; 4,736; 68,0
76; 5,323; 70,0
34; 6,465; 70,0
35; 6,25; 67,0
73; 5,347; 71,0
76; 4,909; 79,0
98; 6,436; 0,0
62; 6,08; 75,0
1; 5,052; 71,0
6; 3,609; 76,0
15; 4,896; 73,0
25; 5,289; 61,0
26; 4,577; 63,0
37; 5,432; 77,0
1; 4,018; 64,0
1; 3,627; 56,0
15; 4,748; 74,0
25; 5,09; 68,0
26; 4,641; 71,0
37; 5,736; 79,0
38; 5,54; 79,0
3; 3,747; 52,0
10; 3,891; 67,0
18; 4,259; 56,0
19; 4,718; 63,0
34; 5,969; 69,0
35; 4,873; 63,0
40; 4,662; 66,0
98; 5,704; 0,0
1; 3,426; 53,0
6; 3,261; 58,0
15; 4,652; 56,0
1; 4,256; 61,0
25; 4,366; 73,0
6; 3,534; 58,0
25; 5,76; 60,0
1; 3,074; 74,0
15; 5,021; 61,0
1; 2,771; 64,0
77; 4,348; 86,0
3; 3,309; 55,0
10; 4,508; 67,0
19; 4,621; 48,0
34; 5,544; 56,0
35; 5,21; 53,0
40; 4,978; 57,0
70; 4,171; 79,0
76; 4,366; 65,0
78; 4,324; 84,0
64; 4,736; 78,0
67; 4,907; 79,0
74; 4,063; 68,0
77; 3,194; 67,0
37; 5,256; 58,0
38; 5,299; 61,0
15; 4,504; 57,0
3; 3,276; 58,0
51; 4,298; 76,0
54; 3,775; 76,0
3; 3,044; 57,0
10; 2,661; 69,0
18; 4,05; 72,0
35; 3,627; 65,0
3; 2,424; 64,0
10; 2,571; 64,0
34; 3,143; 71,0
35; 3,168; 58,0
40; 2,47; 62,0
51; 4,309; 72,0
52; 4,107; 70,0
54; 3,988; 78,0
70; 3,912; 48,0
73; 4,037; 59,0
76; 4,117; 60,0
98; 3,704; 0,0
3; 2,227; 63,0
10; 2,326; 68,0
34; 3,723; 73,0
40; 2,693; 65,0
54; 4,807; 77,0
70; 2,86; 61,0
73; 3,251; 65,0
76; 3,75; 56,0
98; 3,598; 0,0
62; 4,128; 71,0
67; 4,418; 78,0
71; 2,622; 70,0
74; 3,056; 62,0
77; 2,859; 61,0
84; 5,288; 71,0
6; 3,009; 61,0
37; 3,972; 61,0
57; 4,082; 75,0
77; 4,208; 72,0
57; 4,824; 96,0
62; 5,041; 89,0
73; 3,37; 72,0
76; 3,163; 58,0
85; 5,745; 79,0
85; 5,237; 74,0
67; 4,902; 71,0
74; 3,792; 61,0
77; 3,698; 58,0
84; 6,021; 63,0
3; 2,244; 69,0
35; 3,767; 72,0
46; 4,67; 84,0
76; 2,607; 59,0
3; 2,37; 62,0
10; 1,772; 74,0
46; 3,822; 80,0
54; 4,865; 97,0
76; 4,293; 55,0
71; 3,114; 64,0
74; 3,799; 80,0
77; 4,35; 73,0
6; 3,242; 60,0
3; 2,054; 64,0
1; 2,306; 62,0
6; 2,715; 73,0
15; 4,279; 74,0
70; 3,781; 55,0
86; 6,278; 67,0
97; 6,196; 87,0
3; 1,074; 59,0
10; 1,258; 63,0
18; 1,062; 44,0
19; 2,112; 49,0
34; 2,699; 51,0
35; 2,62; 53,0
40; 1,646; 61,0
3; 1,319; 67,0
10; 1,334; 60,0
18; 1,366; 64,0
34; 2,372; 61,0
35; 2,579; 56,0
52; 3,041; 66,0
85; 5,781; 73,0
98; 3,058; 0,0
63; 4,87; 72,0
73; 4,241; 63,0
76; 4,391; 59,0
78; 4,34; 63,0
3; 1,882; 61,0
10; 1,513; 72,0
19; 3,027; 72,0
34; 2,892; 73,0
35; 2,93; 63,0
70; 3,649; 53,0
98; 3,312; 0,0
41; 4,279; 54,0
94; 5,056; 67,0
1; 1,173; 67,0
25; 2,213; 54,0
6; 1,02; 58,0
15; 2,266; 60,0
25; 3,007; 55,0
92; 5,321; 74,0
94; 5,966; 68,0
1; 1,408; 67,0
1; 1,367; 68,0
6; 0,961; 52,0
15; 2,155; 48,0
64; 5,678; 72,0
77; 4,887; 60,0
1; 1,728; 69,0
6; 1,265; 61,0
26; 2,266; 64,0
71; 4,409; 63,0
74; 4,208; 75,0
38; 3,042; 61,0
41; 3,511; 62,0
47; 3,228; 49,0
56; 3,664; 64,0
57; 4,385; 69,0
62; 5,281; 69,0
1; 1,067; 72,0
6; 0,765; 44,0
15; 1,728; 43,0
25; 2,211; 59,0
26; 1,684; 60,0
58; 3,819; 67,0
64; 4,492; 78,0
15; 2,122; 43,0
25; 2,106; 55,0
26; 1,471; 56,0
97; 6,455; 77,0
3; 1,653; 70,0
10; 2,566; 71,0
18; 1,806; 53,0
19; 2,667; 54,0
34; 4,959; 51,0
40; 3,874; 70,0
6; 2,676; 57,0
67; 6,136; 65,0
71; 3,76; 57,0
84; 6,229; 69,0
35; 3,757; 87,0
54; 4,832; 78,0
1; 1,548; 50,0
6; 1,512; 59,0
15; 2,494; 57,0
26; 3,102; 60,0
71; 4,42; 69,0
74; 4,954; 72,0
77; 4,439; 75,0
1; 1,644; 67,0
76; 3,749; 64,0
3; 0,987; 68,0
51; 2,334; 95,0
3; 1,837; 70,0
10; 1,362; 71,0
18; 1,921; 70,0
35; 3,407; 60,0
63; 4,051; 80,0
70; 2,462; 63,0
73; 2,983; 56,0
76; 3,154; 64,0
78; 4,247; 68,0
97; 5,63; 72,0
34; 3,232; 84,0
63; 2,221; 74,0
73; 2,403; 61,0
70; 1,555; 49,0
46; 2,895; 80,0
51; 3,876; 79,0
3; 1,942; 74,0
70; 2,106; 58,0
73; 3,691; 65,0
78; 3,739; 59,0
1; 1,577; 62,0
6; 1,298; 66,0
15; 2,253; 64,0
25; 2,078; 53,0
26; 1,65; 60,0
37; 2,443; 56,0
38; 2,329; 56,0
41; 2,418; 60,0
47; 2,08; 60,0
71; 1,183; 63,0
74; 1,725; 70,0
92; 5,448; 71,0
94; 3,715; 72,0
26; 1,288; 54,0
37; 1,925; 66,0
38; 1,994; 69,0
54; 3,044; 75,0
86; 5,201; 58,0
97; 5,699; 73,0
10; 1,488; 77,0
19; 2,406; 63,0
34; 3,312; 62,0
98; 2,338; 0,0
35; 1,923; 59,0
3; 1,756; 77,0
10; 1,445; 89,0
1; 1,359; 60,0
71; 4,536; 63,0
70; 2,321; 60,0
78; 3,639; 65,0
10; 0,899; 56,0
18; 1,569; 52,0
19; 1,861; 44,0
34; 1,804; 46,0
35; 1,482; 47,0
40; 1,129; 51,0
98; 1,804; 0,0
18; 1,319; 57,0
34; 2,656; 49,0
35; 1,709; 41,0
40; 1,557; 52,0
46; 1,733; 73,0
6; 0,907; 45,0
15; 1,501; 58,0
25; 1,62; 41,0
26; 1,589; 50,0
47; 1,007; 76,0
76; 4,535; 64,0
3; 1,336; 57,0
3; 0,907; 68,0
3; 1,024; 60,0
10; 0,944; 77,0
34; 1,526; 55,0
35; 2,0; 65,0
52; 2,112; 82,0
98; 1,68; 0,0
71; 4,689; 65,0
1; 0,955; 70,0
6; 0,695; 57,0
26; 1,54; 56,0
38; 1,374; 77,0
10; 1,833; 66,0
34; 1,557; 66,0
35; 2,324; 66,0
40; 2,009; 64,0
1; 1,471; 64,0
6; 1,369; 57,0
26; 1,94; 56,0
41; 1,672; 70,0
47; 1,713; 96,0
3; 1,713; 59,0
10; 1,283; 69,0
34; 2,497; 61,0
35; 1,947; 55,0
40; 1,688; 62,0
98; 2,362; 0,0
1; 2,751; 55,0
6; 2,222; 41,0
15; 2,67; 63,0
25; 2,56; 42,0
26; 1,945; 40,0
37; 2,543; 37,0
38; 2,411; 47,0
57; 2,201; 95,0
77; 3,409; 78,0
92; 5,248; 66,0
3; 2,484; 54,0
10; 2,046; 47,0
19; 2,961; 37,0
78; 4,564; 56,0
6; 2,013; 58,0
60; 5,051; 88,0
3; 1,49; 74,0
3; 1,745; 60,0
63; 2,751; 68,0
70; 1,178; 45,0
73; 2,095; 56,0
76; 2,903; 51,0
56; 3,135; 71,0
64; 5,462; 78,0
71; 2,607; 50,0
74; 3,511; 58,0
77; 4,522; 58,0
84; 5,491; 63,0
1; 1,56; 61,0
6; 1,952; 56,0
56; 2,467; 73,0
57; 1,8; 64,0
71; 2,632; 44,0
3; 1,767; 65,0
70; 2,734; 56,0
1; 1,387; 73,0
78; 4,361; 71,0
67; 6,012; 72,0
74; 4,142; 77,0
70; 3,332; 54,0
3; 0,845; 81,0
70; 1,351; 56,0
34; 1,803; 49,0
70; 1,793; 50,0
76; 1,154; 72,0
67; 2,828; 70,0
74; 1,486; 67,0
92; 2,464; 69,0
94; 2,512; 67,0
74; 3,465; 64,0
85; 4,839; 55,0
97; 5,206; 65,0
3; 1,446; 65,0
73; 3,21; 63,0
92; 4,761; 55,0
1; 1,071; 64,0
97; 5,217; 60,0
3; 1,111; 71,0
76; 3,458; 67,0
78; 3,431; 74,0
70; 1,724; 61,0
76; 4,088; 75,0
78; 4,452; 64,0
76; 4,906; 63,0
78; 4,323; 61,0
1; 2,076; 60,0
67; 4,641; 76,0
35; 1,283; 74,0
76; 2,973; 57,0
77; 2,141; 65,0
92; 4,593; 70,0
94; 4,811; 57,0
86; 4,576; 53,0
78; 3,177; 58,0
85; 4,796; 74,0
86; 4,59; 50,0
10; 1,248; 91,0
19; 2,034; 58,0
35; 1,963; 65,0
70; 2,585; 53,0
76; 2,464; 51,0
98; 2,427; 0,0
57; 2,624; 74,0
67; 3,706; 77,0
71; 2,488; 53,0
74; 3,03; 57,0
77; 2,608; 64,0
1; 0,716; 70,0
6; 0,717; 67,0
56; 1,833; 76,0
71; 1,674; 49,0
77; 2,865; 57,0
26; 0,898; 59,0
1; 1,215; 60,0
6; 0,995; 65,0
26; 1,282; 49,0
41; 2,447; 75,0
47; 2,09; 64,0
56; 2,276; 61,0
57; 2,676; 65,0
60; 2,437; 63,0
71; 1,006; 42,0
94; 4,622; 61,0
1; 1,326; 67,0
6; 1,431; 65,0
56; 2,347; 51,0
58; 2,166; 50,0
60; 2,772; 47,0
62; 3,262; 49,0
71; 1,992; 32,0
74; 2,837; 43,0
84; 4,935; 68,0
92; 5,094; 72,0
94; 4,853; 63,0
1; 1,387; 59,0
6; 1,009; 60,0
41; 2,654; 60,0
47; 2,364; 59,0
1; 1,182; 57,0
6; 0,704; 43,0
64; 4,312; 59,0
71; 2,78; 56,0
74; 2,967; 39,0
77; 3,382; 48,0
84; 4,794; 63,0
92; 4,785; 62,0
94; 4,807; 56,0
